node-resolve	1.22.8+~cs5.34.15-2
node-resolve-cwd	3.0.0-2
node-resolve-from	5.0.0+~3.1.0+~3.3.0+~2.0.0-1
node-restore-cursor	4.0.0-4
node-resumer	0.0.0-6
node-retry	0.13.1+~0.12.1-1
node-rimraf	3.0.2-2
node-run-queue	2.0.0-3
node-safe-buffer	5.2.1+~cs2.1.2-3
node-schema-utils	4.2.0~ds-3build3
node-sellside-emitter	1.2.1-3
node-semver	7.5.4+~7.5.0-2
node-serialize-javascript	6.0.1-1
node-set-blocking	2.0.0-2
node-set-immediate-shim	2.0.0-2
node-set-value	4.1.0+~4.0.1-2
node-shebang-command	2.0.0-1
node-shebang-regex	3.0.0-2
node-shell-quote	1.7.4+~1.7.1-1ubuntu0.24.04.1
node-signal-exit	4.1.0-6
node-slash	4.0.0-3
node-slice-ansi	5.0.0+~cs9.0.0-5
node-source-list-map	2.0.1+dfsg+~0.1.2-1
node-source-map	0.7.0++dfsg2+really.0.6.1-15
node-source-map-support	0.5.21+ds+~0.5.4-1
node-spdx-correct	3.1.1-2
node-spdx-exceptions	2.3.0-2
node-spdx-expression-parse	3.0.1+~3.0.1-1
node-spdx-license-ids	3.0.12-1
node-sprintf-js	1.1.2+ds1+~1.1.2-1
node-ssri	9.0.1-2
node-stack-utils	2.0.6+~2.0.1-1
node-string-decoder	1.3.0-6
node-string-width	4.2.3+~cs13.2.3-1
node-strip-ansi	6.0.1-2
node-strip-bom	4.0.0-2
node-strip-json-comments	4.0.0-4
node-supports-color	8.1.1+~8.1.1-1
node-tap	16.3.7+ds1+~cs50.9.19-4
node-tap-mocha-reporter	5.0.3+~2.0.2-2
node-tap-parser	11.0.2+~cs2.1.4-1
node-tapable	2.2.1-3
node-tape	5.6.1+~cs8.20.19-1
node-tar	6.1.13+~cs7.0.5-3
node-terser	5.19.2-1
node-text-table	0.2.0-4
node-through	2.3.8+~cs0.0.30-1
node-time-stamp	2.2.0-2
node-to-fast-properties	3.0.1-3
node-to-regex-range	5.0.1-4
node-tslib	2.4.1-1
node-type-check	0.4.0+dfsg-3
node-typedarray	0.0.7-1
node-typedarray-to-buffer	4.0.0-2
node-undici	5.26.3+dfsg1+~cs23.10.12-2
node-unicode-canonical-property-names-ecmascript	2.0.0-2
node-unicode-match-property-ecmascript	2.0.0-2
node-unicode-match-property-value-ecmascript	2.1.0+ds-1
node-unicode-property-aliases-ecmascript	2.1.0+ds-1
node-union-value	2.0.1-4
node-unique-filename	1.1.1+ds-2
node-unset-value	2.0.1-1
node-uri-js	4.4.0+dfsg-8
node-util	0.12.5+~1.0.10-1
node-util-deprecate	1.0.2-3
node-uuid	8.3.2+~8.3.3-4
node-v8-compile-cache	2.4.0-2
node-v8flags	3.2.0+~3.1.1-1
node-validate-npm-package-license	3.0.4-2
node-validate-npm-package-name	5.0.0+~4.0.0-1
node-watchpack	2.4.0+~cs2.8.1-1
node-wcwidth.js	1.0.2-2
node-webassemblyjs	1.11.4+dfsg+~cs10.11.17-2
node-webpack-sources	3.2.3+~3.2.0-2
node-which	2.0.2+~cs1.3.2-3
node-wide-align	1.1.3-4
node-widest-line	3.1.0-2
node-wordwrap	1.0.0-4
node-wrap-ansi	8.0.1+~8.0.1-3
node-wrappy	1.0.2-3
node-write	2.0.0~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1
node-write-file-atomic	4.0.2+~4.0.0-2
node-ws	8.11.0+~cs13.7.3-2
node-xtend	4.0.2-3
node-y18n	5.0.8+~5.0.0-3
node-yallist	4.0.0+~4.0.1-1
node-yaml	2.3.4-1build1
node-yargs	16.2.0+~16.0.4-7
node-yargs-parser	21.1.1+~21.0.0-4
nodejs	18.19.1+dfsg-6ubuntu5
nodejs-doc	18.19.1+dfsg-6ubuntu5
npm	9.2.0~ds1-2
ntfs-3g	1:2022.10.3-1.2ubuntu3.1
numactl	2.0.18-1ubuntu0.24.04.1
nut	2.8.1-3.1ubuntu2
nut-cgi	2.8.1-3.1ubuntu2
nut-client	2.8.1-3.1ubuntu2
nut-server	2.8.1-3.1ubuntu2
nut-snmp	2.8.1-3.1ubuntu2
ocl-icd-libopencl1:amd64	2.3.2-1build1
openprinting-ppds	20230202-1
openssh-client	1:9.6p1-3ubuntu13.16
openssh-server	1:9.6p1-3ubuntu13.16
openssh-sftp-server	1:9.6p1-3ubuntu13.16
openssl	3.0.13-0ubuntu3.11
openvpn	2.6.19-0ubuntu0.24.04.2
orca	46.1-1ubuntu1
os-prober	1.81ubuntu4
oxygen-sounds	4:5.27.11-0ubuntu1
p11-kit	0.25.3-4ubuntu2.1
p11-kit-modules:amd64	0.25.3-4ubuntu2.1
packagekit	1.2.8-2ubuntu1.5
packagekit-tools	1.2.8-2ubuntu1.5
par2	0.8.1-3build1
parted	3.6-4build1
partitionmanager	23.08.5-0ubuntu4
passwd	1:4.13+dfsg1-4ubuntu3.2
patch	2.7.6-7build3
pavucontrol	5.0-2build3
pci.ids	0.0~2024.03.31-1ubuntu0.1
pciutils	1:3.10.0-2build1
pcmciautils	018-14build1
perl	5.38.2-3.2ubuntu0.3
perl-base	5.38.2-3.2ubuntu0.3
perl-modules-5.38	5.38.2-3.2ubuntu0.3
perl-openssl-defaults:amd64	7build3
phonon-backend-vlc-common	0.12.0-3build3
phonon4qt5:amd64	4:4.12.0-3.1build3
phonon4qt5-backend-vlc:amd64	0.12.0-3build3
pinentry-curses	1.2.1-3ubuntu5
pinentry-gnome3	1.2.1-3ubuntu5
pipewire:amd64	1.0.5-1ubuntu3.2
pipewire-alsa:amd64	1.0.5-1ubuntu3.2
pipewire-audio	1.0.5-1ubuntu3.2
pipewire-bin	1.0.5-1ubuntu3.2
pipewire-module-xrdp	0.2-2
pipewire-pulse	1.0.5-1ubuntu3.2
pkexec	124-2ubuntu1.24.04.3
plasma-browser-integration	5.27.11-0ubuntu2
plasma-desktop	4:5.27.11-0ubuntu2
plasma-desktop-data	4:5.27.11-0ubuntu2
plasma-discover	5.27.11-0ubuntu2
plasma-discover-backend-fwupd	5.27.11-0ubuntu2
plasma-discover-backend-snap	5.27.11-0ubuntu2
plasma-discover-common	5.27.11-0ubuntu2
plasma-discover-notifier	5.27.11-0ubuntu2
plasma-disks	5.27.11-0ubuntu3
plasma-firewall	5.27.11-0ubuntu3
plasma-framework	5.115.0-0ubuntu4
plasma-integration	5.27.11-0ubuntu3
plasma-nm	4:5.27.11-0ubuntu2
plasma-pa	4:5.27.11-0ubuntu3
plasma-systemmonitor	5.27.11-0ubuntu2
plasma-thunderbolt	5.27.11-0ubuntu3
plasma-vault	5.27.11-0ubuntu2
plasma-workspace	4:5.27.11-0ubuntu4.1
plasma-workspace-data	4:5.27.11-0ubuntu4.1
plymouth	24.004.60-1ubuntu7.1
plymouth-label	24.004.60-1ubuntu7.1
plymouth-theme-spinner	24.004.60-1ubuntu7.1
plymouth-theme-ubuntu-text	24.004.60-1ubuntu7.1
pocketsphinx-en-us	0.8.0+real5prealpha+1-15ubuntu5
policykit-1	124-2ubuntu1.24.04.3
policykit-1-gnome	0.105-7ubuntu5
policykit-desktop-privileges	0.22
polkit-kde-agent-1	4:5.27.11-0ubuntu3
polkitd	124-2ubuntu1.24.04.3
poppler-data	0.4.12-1
poppler-utils	24.02.0-1ubuntu9.9
power-profiles-daemon	0.21-1ubuntu1
powerdevil	4:5.27.11-0ubuntu2
powerdevil-data	4:5.27.11-0ubuntu2
powermgmt-base	1.37ubuntu0.1
ppp	2.4.9-1+1.1ubuntu4
pptp-linux	1.10.0-1build4
printer-driver-brlaser	6-3build2
printer-driver-c2esp	27-11ubuntu7
printer-driver-foo2zjs	20200505dfsg0-2ubuntu6
printer-driver-foo2zjs-common	20200505dfsg0-2ubuntu6
printer-driver-hpcups	3.23.12+dfsg0-0ubuntu5.1
printer-driver-m2300w	0.51-15build2
printer-driver-min12xxw	0.0.9-11build3
printer-driver-pnm2ppa	1.13+nondbs-0ubuntu10
printer-driver-postscript-hp	3.23.12+dfsg0-0ubuntu5.1
printer-driver-ptouch	1.7-1build2
printer-driver-pxljr	1.4+repack0-6build2
printer-driver-sag-gdi	0.1-8
printer-driver-splix	2.0.0+svn315-7fakesync1ubuntu1
procps	2:4.0.4-4ubuntu3.2
psmisc	23.7-1build1
publicsuffix	20231001.0357-0.1
pulseaudio-utils	1:16.1+dfsg1-2ubuntu10.1
python-apt-common	2.7.7ubuntu5.2
python-babel-localedata	2.10.3-3build1
python3	3.12.3-0ubuntu2.1
python3-apparmor	4.0.1really4.0.1-0ubuntu0.24.04.5
python3-apport	2.28.1-0ubuntu3.8
python3-apt	2.7.7ubuntu5.2
python3-aptdaemon	1.1.1+bzr982-0ubuntu44
python3-aptdaemon.gtk3widgets	1.1.1+bzr982-0ubuntu44
python3-asgiref	3.7.2-1
python3-attr	23.2.0-2
python3-babel	2.10.3-3build1
python3-bcrypt	3.2.2-1build1
python3-blinker	1.7.0-1
python3-bpfcc	0.29.1+ds-1ubuntu7
python3-brlapi:amd64	6.6-4ubuntu5
python3-cairo	1.25.1-2build2
python3-certifi	2023.11.17-1
python3-cffi-backend:amd64	1.16.0-2build1
python3-chardet	5.2.0+dfsg-1
python3-click	8.1.6-2
python3-colorama	0.4.6-4
python3-commandnotfound	23.04.0
python3-configobj	5.0.8-3
python3-cryptography	41.0.7-4ubuntu0.4
python3-cups:amd64	2.0.1-5build6
python3-cupshelpers	1.5.18-1ubuntu9
python3-dateutil	2.8.2-3ubuntu1
python3-dbus	1.3.2-5build3
python3-debconf	1.5.86ubuntu1
python3-debian	0.1.49ubuntu2
python3-defer	1.0.6-2.1ubuntu1
python3-distro	1.9.0-1
python3-distro-info	1.7build1
python3-distupgrade	1:24.04.28
python3-fasteners	0.18-2
python3-flask	3.0.2-1ubuntu1.1
python3-fuse	2:1.0.7-1build2
python3-gdbm:amd64	3.12.3-0ubuntu1
python3-gi	3.48.2-1
python3-gpg	1.18.0-4.1ubuntu4
python3-gunicorn	20.1.0-6
python3-httplib2	0.20.4-3
python3-ibus-1.0	1.5.29-2
python3-idna	3.6-2ubuntu0.1
python3-itsdangerous	2.1.2-4
python3-jinja2	3.1.2-1ubuntu1.3
python3-json-pointer	2.0-0ubuntu1
python3-jsonpatch	1.32-3
python3-jsonschema	4.10.3-2ubuntu1
python3-jwt	2.7.0-1ubuntu0.1
python3-launchpadlib	1.11.0-6
python3-lazr.restfulclient	0.14.6-1
python3-lazr.uri	1.0.6-3
python3-ldb	2:2.8.0+samba4.19.5+dfsg-4ubuntu9.6
python3-libapparmor	4.0.1really4.0.1-0ubuntu0.24.04.5
python3-louis	3.29.0-1build1
python3-markdown	3.5.2-1
python3-markdown-it	3.0.0-2
python3-markupsafe	2.1.5-1build2
python3-mdurl	0.1.2-1
python3-minimal	3.12.3-0ubuntu2.1
python3-monotonic	1.6-2
python3-nacl	1.5.0-4build1
python3-netaddr	0.8.0-2ubuntu1
python3-netplan	1.1.2-8ubuntu1~24.04.2
python3-oauthlib	3.2.2-1
python3-olefile	0.46-3
python3-openssl	23.2.0-1ubuntu0.1
python3-paramiko	2.12.0-2ubuntu4.1
python3-pexpect	4.9-2
python3-pil:amd64	10.2.0-1ubuntu1.2
python3-pkg-resources	68.1.2-2ubuntu1.2
python3-problem-report	2.28.1-0ubuntu3.8
python3-psutil	5.9.8-2build2
python3-ptyprocess	0.7.0-5
python3-pyasyncore	1.0.2-2
python3-pygments	2.17.2+dfsg-1
python3-pyinotify	0.9.6-2ubuntu1
python3-pylibacl:amd64	0.7.0-2build2
python3-pyparsing	3.1.1-1
python3-pyrsistent:amd64	0.20.0-1build2
python3-pyvmomi	6.7.1-6
python3-pyxattr:amd64	0.8.1-1build2
python3-requests	2.31.0+dfsg-1ubuntu1.1
python3-rich	13.7.1-1
python3-samba	2:4.19.5+dfsg-4ubuntu9.6
python3-serial	3.5-2
python3-setuptools	68.1.2-2ubuntu1.2
python3-simplejson	3.19.2-1build2
python3-six	1.16.0-4
python3-software-properties	0.99.49.4
python3-speechd	0.12.0~rc2-2build3
python3-sss	2.9.4-1.1ubuntu6.5
python3-systemd	235-1build4
python3-talloc:amd64	2.4.2-1build2
python3-tdb	1.4.10-1build1
python3-tornado	6.4.0-1ubuntu0.5
python3-typing-extensions	4.10.0-1
python3-tz	2024.1-2
python3-uno	4:24.2.7-0ubuntu0.24.04.5
python3-update-manager	1:24.04.12
python3-urllib3	2.0.7-1ubuntu0.7
python3-wadllib	1.3.6-5
python3-werkzeug	3.0.1-3ubuntu0.2
python3-xdg	0.28-2
python3-xkit	0.5.0ubuntu6
python3-yaml	6.0.1-2build2
python3.12	3.12.3-1ubuntu0.15
python3.12-minimal	3.12.3-1ubuntu0.15
qdbus-qt5	5.15.13-1
qml-module-gsettings1.0:amd64	0.2-5build3
qml-module-org-kde-activities:amd64	5.115.0-0ubuntu3
qml-module-org-kde-bluezqt:amd64	5.115.0-0ubuntu6
qml-module-org-kde-draganddrop:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kcm:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kcmutils:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kconfig:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kcoreaddons:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kholidays:amd64	1:5.115.0-0ubuntu5
qml-module-org-kde-kio:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kirigami2	5.115.0-0ubuntu6
qml-module-org-kde-kitemmodels:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kquickcontrols:amd64	5.115.0-0ubuntu5
qml-module-org-kde-kquickcontrolsaddons:amd64	5.115.0-0ubuntu5
qml-module-org-kde-ksysguard	4:5.27.11-0ubuntu3
qml-module-org-kde-kwindowsystem:amd64	5.115.0-0ubuntu5
qml-module-org-kde-newstuff	5.115.0-0ubuntu5
qml-module-org-kde-pipewire	5.27.11-0ubuntu2
qml-module-org-kde-prison:amd64	5.115.0-0ubuntu5
qml-module-org-kde-purpose:amd64	5.115.0-0ubuntu4
qml-module-org-kde-qqc2desktopstyle	5.115.0-0ubuntu4
qml-module-org-kde-quickcharts	5.115.0-0ubuntu4
qml-module-org-kde-runnermodel	5.115.0-0ubuntu4
qml-module-org-kde-solid:amd64	5.115.0-0ubuntu5
qml-module-org-kde-sonnet:amd64	5.115.0-0ubuntu5
qml-module-org-kde-syntaxhighlighting:amd64	5.115.0-0ubuntu3
qml-module-org-kde-userfeedback:amd64	1.3.0-3build3
qml-module-qt-labs-folderlistmodel:amd64	5.15.13+dfsg-1
qml-module-qt-labs-platform:amd64	5.15.13+dfsg-1
qml-module-qt-labs-qmlmodels:amd64	5.15.13+dfsg-1
qml-module-qt-labs-settings:amd64	5.15.13+dfsg-1
qml-module-qtgraphicaleffects:amd64	5.15.13-1
qml-module-qtmultimedia:amd64	5.15.13-1
qml-module-qtqml:amd64	5.15.13+dfsg-1
qml-module-qtqml-models2:amd64	5.15.13+dfsg-1
qml-module-qtquick-controls:amd64	5.15.13-1
qml-module-qtquick-controls2:amd64	5.15.13+dfsg-1
qml-module-qtquick-dialogs:amd64	5.15.13-1
qml-module-qtquick-layouts:amd64	5.15.13+dfsg-1
qml-module-qtquick-privatewidgets:amd64	5.15.13-1
qml-module-qtquick-shapes:amd64	5.15.13+dfsg-1
qml-module-qtquick-templates2:amd64	5.15.13+dfsg-1
qml-module-qtquick-virtualkeyboard:amd64	5.15.13+dfsg-1
qml-module-qtquick-window2:amd64	5.15.13+dfsg-1
qml-module-qtquick2:amd64	5.15.13+dfsg-1
qml-module-qtwebengine:amd64	5.15.16+dfsg-3
qml-module-sso-onlineaccounts:amd64	0.7+git20231028.05e79eb-1ubuntu4
qml-module-ubuntu-onlineaccounts	0.7+git20231028.05e79eb-1ubuntu4
qt5-gtk-platformtheme:amd64	5.15.13+dfsg-1ubuntu1
qtchooser	66-2build2
qtspeech5-speechd-plugin:amd64	5.15.13-1
qttranslations5-l10n	5.15.13-1
qtvirtualkeyboard-plugin:amd64	5.15.13+dfsg-1
qtwayland5:amd64	5.15.13-1
readline-common	8.2-4build1
remmina	1.4.35+dfsg-0ubuntu5.1
remmina-common	1.4.35+dfsg-0ubuntu5.1
remmina-plugin-rdp:amd64	1.4.35+dfsg-0ubuntu5.1
remmina-plugin-secret:amd64	1.4.35+dfsg-0ubuntu5.1
remmina-plugin-vnc:amd64	1.4.35+dfsg-0ubuntu5.1
rfkill	2.39.3-9ubuntu6.5
ristretto	0.13.1-1build2
rpcsvc-proto	1.4.2-0ubuntu7
rsync	3.2.7-1ubuntu1.5
rsyslog	8.2312.0-3ubuntu9.1
rtkit	0.13-5build1
rygel	0.42.5-1ubuntu3
samba-common	2:4.19.5+dfsg-4ubuntu9.6
samba-common-bin	2:4.19.5+dfsg-4ubuntu9.6
samba-dsdb-modules:amd64	2:4.19.5+dfsg-4ubuntu9.6
samba-libs:amd64	2:4.19.5+dfsg-4ubuntu9.6
sane-airscan	0.99.29-0ubuntu4
sane-utils	1.2.1-7build4
sbsigntool	0.9.4-3.1ubuntu7
sddm	0.20.0-2ubuntu4
sddm-theme-maya	0.20.0-2ubuntu4
seahorse	43.0-3build2
secureboot-db	1.9build1
sed	4.9-2ubuntu0.24.04.1
sensible-utils	0.0.22
session-migration	0.3.9build1
sgml-base	1.31
sgml-data	2.0.11+nmu1
shared-mime-info	2.4-4
shotwell	0.32.6-1ubuntu3
shotwell-common	0.32.6-1ubuntu3
signon-plugin-oauth2	0.25-2build3
simple-scan	46.0-0ubuntu2.1
sl	5.02-1
smartmontools	7.4-2build1
smbclient	2:4.19.5+dfsg-4ubuntu9.6
snapd	2.73+ubuntu24.04.2
snmp	5.9.4+dfsg-1.1ubuntu3.2
snmpd	5.9.4+dfsg-1.1ubuntu3.2
socat	1.8.0.0-4ubuntu0.1
software-properties-common	0.99.49.4
software-properties-gtk	0.99.49.4
sonnet-plugins:amd64	5.115.0-0ubuntu5
sound-icons	0.1-8
sound-theme-freedesktop	0.8-2ubuntu1
speech-dispatcher	0.12.0~rc2-2build3
speech-dispatcher-audio-plugins:amd64	0.12.0~rc2-2build3
speech-dispatcher-espeak-ng	0.12.0~rc2-2build3
spice-vdagent	0.22.1-4build3
squashfs-tools	1:4.6.1-1build1
ssh-import-id	5.11-0ubuntu2
ssl-cert	1.1.2ubuntu1
sssd	2.9.4-1.1ubuntu6.5
sssd-ad	2.9.4-1.1ubuntu6.5
sssd-ad-common	2.9.4-1.1ubuntu6.5
sssd-common	2.9.4-1.1ubuntu6.5
sssd-ipa	2.9.4-1.1ubuntu6.5
sssd-krb5	2.9.4-1.1ubuntu6.5
sssd-krb5-common	2.9.4-1.1ubuntu6.5
sssd-ldap	2.9.4-1.1ubuntu6.5
sssd-proxy	2.9.4-1.1ubuntu6.5
strace	6.8-0ubuntu2
sudo	1.9.15p5-3ubuntu5.24.04.2
swaks	20240103.0-1
switcheroo-control	2.6-2build2
sysstat	12.6.1-2
system-config-printer	1.5.18-1ubuntu9
system-config-printer-common	1.5.18-1ubuntu9
system-config-printer-udev	1.5.18-1ubuntu9
systemd	255.4-1ubuntu8.16
systemd-dev	255.4-1ubuntu8.16
systemd-hwe-hwdb	255.1.7
systemd-oomd	255.4-1ubuntu8.16
systemd-resolved	255.4-1ubuntu8.16
systemd-sysv	255.4-1ubuntu8.16
systemd-timesyncd	255.4-1ubuntu8.16
systemsettings	4:5.27.11-0ubuntu2
sysvinit-utils	3.08-6ubuntu3
tango-icon-theme	0.8.90-11
tar	1.35+dfsg-3ubuntu0.2
tcl	8.6.14build1
tcl-expect:amd64	5.45.4-3
tcl8.6	8.6.14+dfsg-1build1
tcpdump	4.99.4-3ubuntu4.24.04.1
tecla	46.0-1ubuntu0.1
telnet	0.17+2.5-3ubuntu4.2
terser	5.19.2-1
thermald	2.5.6-2ubuntu0.24.04.3
thin-provisioning-tools	0.9.0-2ubuntu5.1
thunar	4.18.8-1build3
thunar-archive-plugin:amd64	0.5.2-1build2
thunar-data	4.18.8-1build3
thunar-media-tags-plugin:amd64	0.4.0-1build2
thunar-volman	4.18.0-1build2
thunderbird	2:1snap1-0ubuntu3
thunderbird-locale-en	2:1snap1-0ubuntu3
thunderbird-locale-en-gb	2:1snap1-0ubuntu3
thunderbird-locale-en-us	2:1snap1-0ubuntu3
tigervnc-common	1.13.1+dfsg-2build2
tigervnc-scraping-server	1.13.1+dfsg-2build2
tigervnc-standalone-server	1.13.1+dfsg-2build2
tigervnc-tools	1.13.1+dfsg-2build2
tightvncpasswd	1:1.3.10-8
tightvncserver	1:1.3.10-8
time	1.9-0.2build1
tk	8.6.14build1
tk8.6	8.6.14-1build1
tnftp	20230507-2build3
totem	43.0-2ubuntu4
totem-common	43.0-2ubuntu4
totem-plugins	43.0-2ubuntu4
tpm-udev	0.6ubuntu1
trace-cmd	3.2-1ubuntu2
traceroute	1:2.1.5-1
tracker	3.7.1-1build1
tracker-extract	3.7.1-1ubuntu0.1
tracker-miner-fs	3.7.1-1ubuntu0.1
transmission-common	4.0.5-1ubuntu0.1
transmission-gtk	4.0.5-1ubuntu0.1
tumbler:amd64	4.18.1-1.1build4
tumbler-common	4.18.1-1.1build4
tzdata	2026a-0ubuntu0.24.04.1
ubuntu-advantage-desktop-daemon	1.11ubuntu0.1
ubuntu-desktop	1.539.2
ubuntu-desktop-minimal	1.539.2
ubuntu-docs	24.04.2
ubuntu-drivers-common	1:0.9.7.6ubuntu3.6
ubuntu-kernel-accessories	1.539.2
ubuntu-keyring	2023.11.28.1
ubuntu-minimal	1.539.2
ubuntu-mono	24.04-0ubuntu1
ubuntu-pro-client	37.1ubuntu0~24.04
ubuntu-pro-client-l10n	37.1ubuntu0~24.04
ubuntu-release-upgrader-core	1:24.04.28
ubuntu-release-upgrader-gtk	1:24.04.28
ubuntu-report	1.7.3ubuntu0.24.04.3
ubuntu-restricted-addons	29
ubuntu-session	46.0-1ubuntu4
ubuntu-settings	24.04.6
ubuntu-standard	1.539.2
ubuntu-touch-sounds	15.08build1
ubuntu-wallpapers	24.04.2
ubuntu-wallpapers-noble	24.04.2
ucf	3.0043+nmu1
udev	255.4-1ubuntu8.16
udisks2	2.10.1-6ubuntu1.3
ufw	0.36.2-6
unattended-upgrades	2.9.1+nmu4ubuntu1
unity-greeter	23.10.1-0ubuntu4
unity-gtk-module-common	0.0.0+18.04.20171202-0ubuntu7
unity-gtk2-module:amd64	0.0.0+18.04.20171202-0ubuntu7
unity-settings-daemon	15.04.1+21.10.20220802-0ubuntu5
unity-settings-daemon-schemas	15.04.1+21.10.20220802-0ubuntu5
uno-libs-private	4:24.2.7-0ubuntu0.24.04.5
unzip	6.0-28ubuntu4.1
update-inetd	4.53
update-manager	1:24.04.12
update-manager-core	1:24.04.12
update-notifier	3.192.68.2
update-notifier-common	3.192.68.2
upower	1.90.3-1
ure	4:24.2.7-0ubuntu0.24.04.5
usb-creator-common	0.3.17
usb-creator-gtk	0.3.17
usb-modeswitch	2.6.1-3ubuntu3
usb-modeswitch-data	20191128-6
usb.ids	2024.03.18-1
usbmuxd	1.1.1-5~exp3ubuntu2.1
usbutils	1:017-3build1
util-linux	2.39.3-9ubuntu6.5
uuid-runtime	2.39.3-9ubuntu6.5
va-driver-all:amd64	2.20.0-2ubuntu0.2
vdpau-driver-all:amd64	1.5-2build1
vim-common	2:9.1.0016-1ubuntu7.17
vim-tiny	2:9.1.0016-1ubuntu7.17
vlc-data	3.0.20-3build6
vlc-plugin-base:amd64	3.0.20-3build6
vlc-plugin-video-output:amd64	3.0.20-3build6
vulkan-tools	1.3.275.0+dfsg1-1
wamerican	2020.12.07-2
wayland-utils	1.2.0-1build1
wbritish	2020.12.07-2
webp-pixbuf-loader:amd64	0.2.4-2build2
webpack	5.76.1+dfsg1+~cs17.16.16-1
wget	1.21.4-1ubuntu4.1
whiptail	0.52.24-2ubuntu2
whoopsie	0.2.77ubuntu0.1
whoopsie-preferences	23build3
wireless-regdb	2025.10.07-0ubuntu1~24.04.1
wireless-tools	30~pre9-16.1ubuntu2
wireplumber	0.4.17-1ubuntu4.1
wpasupplicant	2:2.10-21ubuntu0.4
x11-apps	7.7+11build3
x11-common	1:7.7+23ubuntu3
x11-session-utils	7.7+6build2
x11-utils	7.7+6build2
x11-xkb-utils	7.7+8build2
x11-xserver-utils	7.7+10build2
x11vnc	0.9.16-10
xauth	1:1.1.2-1build1
xbitmaps	1.1.1-2.2
xbrlapi	6.6-4ubuntu5
xcursor-themes	1.0.6-0ubuntu1
xcvt	0.1.2-1build1
xdg-dbus-proxy	0.1.5-1ubuntu0.2
xdg-desktop-portal	1.18.4-1ubuntu2.24.04.2
xdg-desktop-portal-gnome	46.2-0ubuntu1
xdg-desktop-portal-gtk	1.15.1-1build2
xdg-desktop-portal-kde	5.27.11-0ubuntu3
xdg-user-dirs	0.18-1build1
xdg-user-dirs-gtk	0.11-1build2
xdg-utils	1.1.3-4.1ubuntu3
xfburn	0.7.0-1build2
xfce4	4.18
xfce4-appfinder	4.18.0-1build2
xfce4-battery-plugin:amd64	1.1.5-1build2
xfce4-clipman	2:1.6.5-1build2
xfce4-clipman-plugin	2:1.6.5-1build2
xfce4-cpufreq-plugin:amd64	1.2.8-2build2
xfce4-cpugraph-plugin:amd64	1.2.10-1build2
xfce4-dict	0.8.6-1build2
xfce4-diskperf-plugin:amd64	2.7.0-1build2
xfce4-fsguard-plugin:amd64	1.1.3-1build2
xfce4-genmon-plugin:amd64	4.1.1-1build2
xfce4-goodies:amd64	4.18.2build1
xfce4-helpers	4.18.4-0ubuntu3
xfce4-mailwatch-plugin	1.3.1-1build2
xfce4-netload-plugin:amd64	1.4.1-1build2
xfce4-notifyd	0.9.4-1
xfce4-panel	4.18.4-1build2
xfce4-places-plugin:amd64	1.8.3-1build2
xfce4-power-manager	4.18.3-2build3
xfce4-power-manager-data	4.18.3-2build3
xfce4-power-manager-plugins	4.18.3-2build3
xfce4-pulseaudio-plugin:amd64	0.4.8-1build2
xfce4-screenshooter	1.10.5-1build1
xfce4-sensors-plugin	1.4.4-1build2
xfce4-session	4.18.3-1build2
xfce4-settings	4.18.4-0ubuntu3
xfce4-smartbookmark-plugin:amd64	0.5.2-1build2
xfce4-systemload-plugin:amd64	1:1.3.2-2ubuntu3
xfce4-taskmanager	1.5.7-1build1
xfce4-terminal	1.1.3-1build1
xfce4-timer-plugin:amd64	1.7.2-1build2
xfce4-verve-plugin:amd64	2.0.3-1build2
xfce4-wavelan-plugin:amd64	0.6.3-1build2
xfce4-weather-plugin:amd64	0.11.2-1build2
xfce4-whiskermenu-plugin	2.8.3-1build2
xfce4-xkb-plugin:amd64	1:0.8.3-1build2
xfconf	4.18.1-1build3
xfdesktop4	4.18.1-1build3
xfdesktop4-data	4.18.1-1build3
xfonts-base	1:1.0.5+nmu1
xfonts-encodings	1:1.0.5-0ubuntu2
xfonts-scalable	1:1.0.3-1.3
xfonts-utils	1:7.7+6build3
xfwm4	4.18.0-1build3
xiccd	0.3.0-2build2
xinit	1.4.1-0ubuntu5
xinput	1.6.4-1build1
xkb-data	2.41-2ubuntu1.1
xml-core	0.19
xorg	1:7.7+23ubuntu3
xorg-docs-core	1:1.7.1-1.2
xorgxrdp	1:0.9.19-1
xorriso	1:1.5.6-1.1ubuntu3
xrdp	0.9.24-4
xserver-common	2:21.1.12-1ubuntu1.5
xserver-xephyr	2:21.1.12-1ubuntu1.5
xserver-xorg	1:7.7+23ubuntu3
xserver-xorg-core	2:21.1.12-1ubuntu1.5
xserver-xorg-input-all	1:7.7+23ubuntu3
xserver-xorg-input-libinput	1.4.0-1ubuntu24.04.1
xserver-xorg-input-wacom	1:1.2.0-1ubuntu2
xserver-xorg-legacy	2:21.1.12-1ubuntu1.5
